0.000000,res2,sumRes2
0.006414,3.0086319999999995,9.025896
0.013548,3.0180179999999996,9.054053999999999
0.02149,3.0282359999999997,9.084708
0.03034,3.0393380000000003,9.118014
0.040211,3.051383,9.154149
0.051232,3.064419,9.193257
0.063548,3.07852,9.23556
0.077326,3.0937290000000006,9.281187000000003
0.092755,3.110094,9.330282
0.110049,3.1276589999999995,9.382976999999999
0.129452,3.146459,9.439377
0.151242,3.1665029999999996,9.499509
0.175731,3.187799,9.563397
0.203272,3.210326,9.630977999999999
0.234262,3.2340400000000002,9.70212
0.269145,3.258858,9.776574
0.308415,3.284682,9.854046
0.352616,3.3113729999999997,9.934118999999999
0.402345,3.338744,10.016232
0.458249,3.3665659999999997,10.099698
0.521023,3.3946009999999998,10.183803
0.591404,3.422544,10.267631999999999
0.670165,3.450101,10.350303
0.758105,3.4769129000000003,10.430738700000001
0.856045,3.5026648999999996,10.5079947
0.964819,3.5270332,10.5810996
1.08527,3.5497159,10.6491477
1.21825,3.5704567000000003,10.7113701
1.36463,3.5890583,10.7671749
1.525306,3.6053757,10.816127100000001
1.701227,3.6193149,10.857944700000001
1.893412,3.6308686,10.8926058
2.102984,3.6400817999999995,10.920245399999999
2.331197,3.6470418999999996,10.941125699999999
2.579466,3.6519011,10.9557033
2.849398,3.6548197,10.9644591
3.142809,3.6560006999999994,10.968002099999998
3.461756,3.6556566,10.9669698
3.808556,3.6539935,10.9619805
4.185812,3.6512272,10.9536816
4.596445,3.64757856,10.94273568
5.043724,3.64325427,10.92976281
5.531306,3.6384410499999995,10.915323149999999
6.063263,3.63331576,10.89994728
6.644113,3.6280527900000004,10.884158370000002
7.278835,3.6227700900000004,10.868310270000002
7.972881,3.6175726029999997,10.852717809
8.732196,3.6125300150000004,10.837590045
9.563245,3.6076843789999997,10.823053136999999
10.473078,3.603054983,10.809164949
11.469444,3.5986483930999995,10.795945179299999
12.560959,3.5944956108,10.783486832400001
13.757319,3.5906383242,10.7719149726
15.069553,3.58714487341,10.76143462023
16.510266,3.5841161925800002,10.752348577740001
18.093853,3.581671508383,10.745014525149001
19.836633,3.5799455252161,10.7398365756483
21.756906,3.5790260885569,10.7370782656707
23.874925,3.5789953429601504,10.736986028880452
26.212829,3.5798549094895407,10.739564728468622
28.794586,3.581573052295744,10.744719156887232
31.646002,3.5840565806069455,10.752169741820836
34.794863,3.5871655529710105,10.761496658913032
38.271191,3.590761195640073,10.772283586920219
42.107625,3.5946948472296043,10.784084541688813
46.33987,3.5988513349684963,10.796554004905488
51.007168,3.60311985195391,10.80935955586173
56.15276,3.6074255508738036,10.822276652621412
61.824335,3.6117151486022756,10.835145445806827
68.074462,3.615948392939462,10.847845178818385
74.961047,3.6200990497122123,10.860297149136636
82.547809,3.6241392371809207,10.872417711542763
90.904829,3.6280626303511636,10.884187891053491
100.109156,3.6318513712407934,10.89555411372238
110.245486,3.6355010726283243,10.906503217884973
121.406928,3.6389970120237556,10.916991036071266
133.695837,3.6423360016566164,10.92700800496985
147.224751,3.6455160001865097,10.93654800055953
162.11741,3.648532000016817,10.94559600005045
178.509883,3.651386000001188,10.954158000003563
196.551809,3.654078000000064,10.962234000000192
216.407759,3.656610000000003,10.969830000000009
238.258735,3.6589859999999996,10.976958
262.303821,3.6612099999999996,10.983629999999998
288.761998,3.6632869999999995,10.989860999999998
317.874135,3.665223,10.995669
349.905187,3.6670239999999996,11.001071999999999
385.146608,3.6686959999999997,11.006087999999998
423.918999,3.670245,11.010735
466.575034,3.671679,11.015037
513.502663,3.673004,11.019012
565.128647,3.674227,11.022681
621.922437,3.675354,11.026062
684.400448,3.6763909999999997,11.029173
753.130751,3.677345,11.032035
828.738246,3.678222,11.034666
911.910337,3.679026,11.037078
1003.403191,3.6797640000000005,11.039292000000001
1104.048607,3.68044,11.041319999999999
1214.761583,3.68106,11.04318
1336.548634,3.6816259999999996,11.044877999999999
1470.516943,3.6821450000000002,11.046435
1617.884427,3.682619,11.047857
1779.99081,3.683052,11.049156
1958.309802,3.683447,11.050341
2154.4625,3.683808,11.051424
2370.23212,3.6841369999999998,11.052411
2607.580215,3.684438,11.053314
2868.664503,3.684712,11.054136
3155.858483,3.6849619999999996,11.054886
3471.773016,3.6851899999999995,11.05557
3819.280056,3.685397,11.056191
4201.538763,3.685587,11.056761
4622.024218,3.685759,11.057277
5084.559019,3.6859159999999997,11.057748
5593.34803,3.686059,11.058177
6153.016609,3.686189,11.058567
6768.652651,3.6863070000000002,11.058921000000002
7445.852851,3.686415,11.059245
8190.773574,3.686513,11.059539000000001
9010.186827,3.686602,11.059806
9911.541824,3.6866839999999996,11.060051999999999
10903.032701,3.686758,11.060274
11993.673011,3.686825,11.060475
13193.377668,3.686886,11.060658
14513.053077,3.686942,11.060826
15964.696288,3.686992,11.060976
17561.504057,3.6870380000000003,11.061114
19317.99282,3.68708,11.06124
21250.130655,3.687118,11.061354
23375.482453,3.687153,11.061459
25713.369594,3.6871840000000002,11.061552
28285.045596,3.687213,11.061639
31113.889333,3.687239,11.061717
34225.617566,3.6872629999999997,11.061789
37648.518735,3.687284,11.061852
41413.710121,3.687304,11.061912
45555.420738,3.687322,11.061966
50111.3025,3.687338,11.062014
55122.772515,3.687353,11.062059
60635.3896,3.687366,11.062097999999999
66699.268457,3.6873780000000003,11.062134
73369.535257,3.6873890000000005,11.062167000000002
80706.828789,3.687399,11.062197000000001
88777.851722,3.687408,11.062224
97655.976991,3.687417,11.062251
107421.914826,3.687424,11.062272
118164.44648,3.687431,11.062293
129981.231332,3.687437,11.062311000000001
142979.694698,3.687443,11.062329
157278.004428,3.687448,11.062344
173006.145155,3.687453,11.062359
190307.099977,3.687457,11.062371
209338.150302,3.687461,11.062383
230272.305677,3.687465,11.062395
253299.876606,3.687468,11.062404
278630.204643,3.6874710000000004,11.062413000000001
306493.565498,3.687473,11.062418999999998
337143.26245,3.687476,11.062428
370857.929109,3.6874780000000005,11.062434000000001
407944.062445,3.68748,11.062439999999999
448738.809123,3.687482,11.062446000000001
493613.030478,3.687484,11.062452
542974.673976,3.687485,11.062455
597272.481831,3.6874860000000003,11.062458000000001
657000.070477,3.687488,11.062464
722700.417994,3.6874890000000002,11.062467000000002
794970.800269,3.6874900000000004,11.062470000000001
874468.220775,3.6874909999999996,11.062472999999999
961915.383336,3.6874919999999998,11.062476
1058107.262158,3.6874919999999998,11.062476
0.0,,
